user_id,date,total_steps,calories,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,active_min,total_minutes_asleep,total_time_in_bed,sleep_efficiency,weekday,is_weekend,steps_bin
1844505072,2016-04-01T00:00:00Z,6847,1969,9,9,251,1171,269,NA,NA,NA,Fri,FALSE,5–7.5k
1844505072,2016-04-02T00:00:00Z,5367,1889,0,0,263,1177,263,NA,NA,NA,Sat,TRUE,5–7.5k
1844505072,2016-04-03T00:00:00Z,2841,1636,0,0,136,1114,136,NA,NA,NA,Sun,TRUE,<5k
1844505072,2016-04-04T00:00:00Z,0,1347,0,0,0,669,0,NA,NA,NA,Mon,FALSE,<5k
1844505072,2016-04-05T00:00:00Z,0,1347,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,<5k
1844505072,2016-04-06T00:00:00Z,7,1349,0,0,1,1439,1,NA,NA,NA,Wed,FALSE,<5k
1844505072,2016-04-07T00:00:00Z,6344,1965,0,0,290,1150,290,NA,NA,NA,Thu,FALSE,5–7.5k
1844505072,2016-04-08T00:00:00Z,5316,1824,0,0,221,1219,221,NA,NA,NA,Fri,FALSE,5–7.5k
1844505072,2016-04-09T00:00:00Z,4979,1807,0,0,184,620,184,NA,NA,NA,Sat,TRUE,<5k
1844505072,2016-04-10T00:00:00Z,6556,1971,0,0,305,810,305,NA,NA,NA,Sun,TRUE,5–7.5k
1844505072,2016-04-11T00:00:00Z,5430,1888,0,0,251,1189,251,NA,NA,NA,Mon,FALSE,5–7.5k
1844505072,2016-04-12T00:00:00Z,0,399,0,0,0,426,0,NA,NA,NA,Tue,FALSE,<5k
1927972279,2016-04-01T00:00:00Z,4317,2590,0,11,192,854,203,NA,NA,NA,Fri,FALSE,<5k
1927972279,2016-04-02T00:00:00Z,5662,2783,0,0,267,858,267,NA,NA,NA,Sat,TRUE,5–7.5k
1927972279,2016-04-03T00:00:00Z,3198,2449,0,0,146,1183,146,NA,NA,NA,Sun,TRUE,<5k
1927972279,2016-04-04T00:00:00Z,2352,2380,0,0,128,829,128,NA,NA,NA,Mon,FALSE,<5k
1927972279,2016-04-05T00:00:00Z,2234,2344,0,0,108,912,108,NA,NA,NA,Tue,FALSE,<5k
1927972279,2016-04-06T00:00:00Z,1259,2202,0,0,73,938,73,NA,NA,NA,Wed,FALSE,<5k
1927972279,2016-04-07T00:00:00Z,768,2130,0,0,43,1397,43,NA,NA,NA,Thu,FALSE,<5k
1927972279,2016-04-08T00:00:00Z,519,2088,0,0,34,1406,34,NA,NA,NA,Fri,FALSE,<5k
1927972279,2016-04-09T00:00:00Z,2523,2443,0,9,134,1250,143,NA,NA,NA,Sat,TRUE,<5k
1927972279,2016-04-10T00:00:00Z,2105,2442,0,0,139,805,139,NA,NA,NA,Sun,TRUE,<5k
1927972279,2016-04-11T00:00:00Z,1209,2255,0,0,73,842,73,NA,NA,NA,Mon,FALSE,<5k
1927972279,2016-04-12T00:00:00Z,24,942,0,0,3,161,3,750,775,0.967741935483871,Tue,FALSE,<5k
2022484408,2016-04-01T00:00:00Z,13603,2645,72,16,213,1139,301,NA,NA,NA,Fri,FALSE,≥12.5k
2022484408,2016-04-02T00:00:00Z,5477,2040,0,0,237,1203,237,NA,NA,NA,Sat,TRUE,5–7.5k
2022484408,2016-04-03T00:00:00Z,11144,2395,25,22,279,1114,326,NA,NA,NA,Sun,TRUE,10–12.5k
2022484408,2016-04-04T00:00:00Z,15313,2581,62,19,233,1126,314,NA,NA,NA,Mon,FALSE,≥12.5k
2022484408,2016-04-05T00:00:00Z,10805,2735,36,37,298,1069,371,NA,NA,NA,Tue,FALSE,10–12.5k
2022484408,2016-04-06T00:00:00Z,15392,2733,47,42,258,1093,347,NA,NA,NA,Wed,FALSE,≥12.5k
2022484408,2016-04-07T00:00:00Z,18247,3021,72,62,252,1054,386,NA,NA,NA,Thu,FALSE,≥12.5k
2022484408,2016-04-08T00:00:00Z,13023,2577,40,12,296,1092,348,NA,NA,NA,Fri,FALSE,≥12.5k
2022484408,2016-04-09T00:00:00Z,16267,2811,44,16,302,1078,362,NA,NA,NA,Sat,TRUE,≥12.5k
2022484408,2016-04-10T00:00:00Z,10005,2458,1,23,339,1077,363,NA,NA,NA,Sun,TRUE,10–12.5k
2022484408,2016-04-11T00:00:00Z,10106,2568,41,16,272,1111,329,NA,NA,NA,Mon,FALSE,10–12.5k
2022484408,2016-04-12T00:00:00Z,6717,1140,41,5,67,551,113,NA,NA,NA,Tue,FALSE,5–7.5k
2026352035,2016-04-01T00:00:00Z,2605,1407,0,0,166,729,166,NA,NA,NA,Fri,FALSE,<5k
2026352035,2016-04-02T00:00:00Z,1229,1237,0,0,69,795,69,NA,NA,NA,Sat,TRUE,<5k
2026352035,2016-04-03T00:00:00Z,2308,1330,0,0,115,720,115,NA,NA,NA,Sun,TRUE,<5k
2026352035,2016-04-04T00:00:00Z,6679,1583,0,0,263,644,263,NA,NA,NA,Mon,FALSE,5–7.5k
2026352035,2016-04-05T00:00:00Z,5645,1538,0,0,248,621,248,NA,NA,NA,Tue,FALSE,5–7.5k
2026352035,2016-04-06T00:00:00Z,3180,1421,0,0,185,738,185,NA,NA,NA,Wed,FALSE,<5k
2026352035,2016-04-07T00:00:00Z,2767,1392,0,0,170,673,170,NA,NA,NA,Thu,FALSE,<5k
2026352035,2016-04-08T00:00:00Z,3762,1425,0,0,173,719,173,NA,NA,NA,Fri,FALSE,<5k
2026352035,2016-04-09T00:00:00Z,3098,1413,0,0,185,700,185,NA,NA,NA,Sat,TRUE,<5k
2026352035,2016-04-10T00:00:00Z,5142,1515,0,0,230,654,230,NA,NA,NA,Sun,TRUE,5–7.5k
2026352035,2016-04-11T00:00:00Z,3279,1405,0,0,164,694,164,NA,NA,NA,Mon,FALSE,<5k
2026352035,2016-04-12T00:00:00Z,1019,600,0,0,64,223,64,503,546,0.9212454212454212,Tue,FALSE,<5k
2320127002,2016-04-01T00:00:00Z,0,1324,0,0,0,1440,0,NA,NA,NA,Fri,FALSE,<5k
2320127002,2016-04-02T00:00:00Z,0,1324,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
2320127002,2016-04-03T00:00:00Z,0,1324,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,<5k
2320127002,2016-04-04T00:00:00Z,0,1324,0,0,0,1440,0,NA,NA,NA,Mon,FALSE,<5k
2320127002,2016-04-05T00:00:00Z,4931,1708,0,0,175,1265,175,NA,NA,NA,Tue,FALSE,<5k
2320127002,2016-04-06T00:00:00Z,6999,1950,0,0,320,1120,320,NA,NA,NA,Wed,FALSE,5–7.5k
2320127002,2016-04-07T00:00:00Z,1846,1508,0,0,93,1347,93,NA,NA,NA,Thu,FALSE,<5k
2320127002,2016-04-08T00:00:00Z,3417,1625,0,0,153,1287,153,NA,NA,NA,Fri,FALSE,<5k
2320127002,2016-04-09T00:00:00Z,4863,1772,1,11,208,1220,220,NA,NA,NA,Sat,TRUE,<5k
2320127002,2016-04-10T00:00:00Z,2277,1530,0,0,103,1337,103,NA,NA,NA,Sun,TRUE,<5k
2320127002,2016-04-11T00:00:00Z,11230,2206,10,2,390,1038,402,NA,NA,NA,Mon,FALSE,10–12.5k
2320127002,2016-04-12T00:00:00Z,2098,790,0,0,69,617,69,NA,NA,NA,Tue,FALSE,<5k
2347167796,2016-03-29T00:00:00Z,10272,2041,2,58,208,700,268,NA,NA,NA,Tue,FALSE,10–12.5k
2347167796,2016-03-30T00:00:00Z,10533,2187,21,35,255,615,311,NA,NA,NA,Wed,FALSE,10–12.5k
2347167796,2016-03-31T00:00:00Z,6760,1929,0,0,250,613,250,NA,NA,NA,Thu,FALSE,5–7.5k
2347167796,2016-04-01T00:00:00Z,8328,1935,0,33,212,804,245,NA,NA,NA,Fri,FALSE,7.5–10k
2347167796,2016-04-02T00:00:00Z,15459,2438,51,16,327,583,394,NA,NA,NA,Sat,TRUE,≥12.5k
2347167796,2016-04-03T00:00:00Z,7485,2035,0,0,324,491,324,NA,NA,NA,Sun,TRUE,5–7.5k
2347167796,2016-04-04T00:00:00Z,10254,2099,21,25,231,638,277,NA,NA,NA,Mon,FALSE,10–12.5k
2347167796,2016-04-05T00:00:00Z,10114,2096,18,9,269,696,296,NA,NA,NA,Tue,FALSE,10–12.5k
2347167796,2016-04-06T00:00:00Z,11107,2058,14,46,196,759,256,NA,NA,NA,Wed,FALSE,10–12.5k
2347167796,2016-04-07T00:00:00Z,10320,2338,15,32,315,1002,362,NA,NA,NA,Thu,FALSE,10–12.5k
2347167796,2016-04-08T00:00:00Z,10209,2104,2,6,316,711,324,NA,NA,NA,Fri,FALSE,10–12.5k
2347167796,2016-04-09T00:00:00Z,16081,2488,16,32,401,970,449,NA,NA,NA,Sat,TRUE,≥12.5k
2347167796,2016-04-10T00:00:00Z,10078,2164,12,3,303,463,318,NA,NA,NA,Sun,TRUE,10–12.5k
2347167796,2016-04-11T00:00:00Z,10001,2009,5,52,196,788,253,NA,NA,NA,Mon,FALSE,10–12.5k
2347167796,2016-04-12T00:00:00Z,0,399,0,0,0,425,0,NA,NA,NA,Tue,FALSE,<5k
2873212765,2016-04-01T00:00:00Z,890,1335,0,0,41,1399,41,NA,NA,NA,Fri,FALSE,<5k
2873212765,2016-04-02T00:00:00Z,2214,1559,0,0,197,1243,197,NA,NA,NA,Sat,TRUE,<5k
2873212765,2016-04-03T00:00:00Z,7640,1845,3,15,315,1107,333,NA,NA,NA,Sun,TRUE,7.5–10k
2873212765,2016-04-04T00:00:00Z,9713,2046,6,24,355,1055,385,NA,NA,NA,Mon,FALSE,7.5–10k
2873212765,2016-04-05T00:00:00Z,8432,1953,0,0,374,1066,374,NA,NA,NA,Tue,FALSE,7.5–10k
2873212765,2016-04-06T00:00:00Z,7350,1910,0,0,382,1058,382,NA,NA,NA,Wed,FALSE,5–7.5k
2873212765,2016-04-07T00:00:00Z,9353,2035,5,17,363,1055,385,NA,NA,NA,Thu,FALSE,7.5–10k
2873212765,2016-04-08T00:00:00Z,7157,1944,0,0,380,1060,380,NA,NA,NA,Fri,FALSE,5–7.5k
2873212765,2016-04-09T00:00:00Z,14103,2257,46,8,288,1098,342,NA,NA,NA,Sat,TRUE,≥12.5k
2873212765,2016-04-10T00:00:00Z,5290,1724,1,8,251,1180,260,NA,NA,NA,Sun,TRUE,5–7.5k
2873212765,2016-04-11T00:00:00Z,7497,1741,0,0,357,882,357,NA,NA,NA,Mon,FALSE,5–7.5k
2873212765,2016-04-12T00:00:00Z,0,0,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,<5k
2891001357,2016-03-29T00:00:00Z,0,1920,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,<5k
2891001357,2016-03-30T00:00:00Z,0,1920,0,0,0,1440,0,NA,NA,NA,Wed,FALSE,<5k
2891001357,2016-03-31T00:00:00Z,0,1920,0,0,0,1440,0,NA,NA,NA,Thu,FALSE,<5k
2891001357,2016-04-01T00:00:00Z,0,4562,0,660,0,780,660,NA,NA,NA,Fri,FALSE,<5k
2891001357,2016-04-02T00:00:00Z,4126,2881,0,0,720,720,720,NA,NA,NA,Sat,TRUE,<5k
2891001357,2016-04-03T00:00:00Z,0,1920,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,<5k
2891001357,2016-04-04T00:00:00Z,0,1920,0,0,0,1440,0,NA,NA,NA,Mon,FALSE,<5k
2891001357,2016-04-05T00:00:00Z,2063,1144,0,0,630,99,630,NA,NA,NA,Tue,FALSE,<5k
3372868164,2016-04-01T00:00:00Z,5785,1852,0,0,311,1129,311,NA,NA,NA,Fri,FALSE,5–7.5k
3372868164,2016-04-02T00:00:00Z,7625,2069,24,1,341,1074,366,NA,NA,NA,Sat,TRUE,7.5–10k
3372868164,2016-04-03T00:00:00Z,4706,1816,0,0,299,1141,299,NA,NA,NA,Sun,TRUE,<5k
3372868164,2016-04-04T00:00:00Z,5861,1878,20,7,233,1180,260,NA,NA,NA,Mon,FALSE,5–7.5k
3372868164,2016-04-05T00:00:00Z,4460,1787,0,0,248,1192,248,NA,NA,NA,Tue,FALSE,<5k
3372868164,2016-04-06T00:00:00Z,6406,2010,17,4,325,1094,346,NA,NA,NA,Wed,FALSE,5–7.5k
3372868164,2016-04-07T00:00:00Z,7392,2038,14,9,332,1085,355,NA,NA,NA,Thu,FALSE,5–7.5k
3372868164,2016-04-08T00:00:00Z,5551,1815,0,0,282,1158,282,NA,NA,NA,Fri,FALSE,5–7.5k
3372868164,2016-04-09T00:00:00Z,8827,2062,21,10,346,1063,377,NA,NA,NA,Sat,TRUE,7.5–10k
3372868164,2016-04-10T00:00:00Z,4662,1276,22,4,152,735,178,NA,NA,NA,Sun,TRUE,<5k
3977333714,2016-04-01T00:00:00Z,4499,1288,0,0,168,842,168,NA,NA,NA,Fri,FALSE,<5k
3977333714,2016-04-02T00:00:00Z,7618,1490,0,6,302,842,308,NA,NA,NA,Sat,TRUE,7.5–10k
3977333714,2016-04-03T00:00:00Z,11508,1630,29,22,282,748,333,NA,NA,NA,Sun,TRUE,10–12.5k
3977333714,2016-04-04T00:00:00Z,11943,1648,16,43,297,710,356,NA,NA,NA,Mon,FALSE,10–12.5k
3977333714,2016-04-05T00:00:00Z,12303,1649,26,32,291,605,349,NA,NA,NA,Tue,FALSE,10–12.5k
3977333714,2016-04-06T00:00:00Z,15425,1783,24,45,331,614,400,NA,NA,NA,Wed,FALSE,≥12.5k
3977333714,2016-04-07T00:00:00Z,8422,1431,0,81,139,815,220,NA,NA,NA,Thu,FALSE,7.5–10k
3977333714,2016-04-08T00:00:00Z,10226,1524,0,101,174,685,275,NA,NA,NA,Fri,FALSE,10–12.5k
3977333714,2016-04-09T00:00:00Z,14583,1697,35,36,254,697,325,NA,NA,NA,Sat,TRUE,≥12.5k
3977333714,2016-04-10T00:00:00Z,3573,1232,15,8,99,866,122,NA,NA,NA,Sun,TRUE,<5k
3977333714,2016-04-11T00:00:00Z,3108,1223,1,1,129,894,131,NA,NA,NA,Mon,FALSE,<5k
3977333714,2016-04-12T00:00:00Z,759,182,0,0,17,187,17,274,469,0.5842217484008528,Tue,FALSE,<5k
4020332650,2016-03-12T00:00:00Z,5543,2990,0,0,254,757,254,NA,NA,NA,Sat,TRUE,5–7.5k
4020332650,2016-03-13T00:00:00Z,3226,2480,0,0,136,771,136,NA,NA,NA,Sun,TRUE,<5k
4020332650,2016-03-14T00:00:00Z,3023,2570,0,0,145,1005,145,NA,NA,NA,Mon,FALSE,<5k
4020332650,2016-03-15T00:00:00Z,5906,3016,0,10,215,874,225,NA,NA,NA,Tue,FALSE,5–7.5k
4020332650,2016-03-16T00:00:00Z,12483,3830,25,14,309,599,348,NA,NA,NA,Wed,FALSE,10–12.5k
4020332650,2016-03-17T00:00:00Z,8940,3706,0,0,47,986,47,NA,NA,NA,Thu,FALSE,7.5–10k
4020332650,2016-03-18T00:00:00Z,368,2024,0,0,0,1440,0,NA,NA,NA,Fri,FALSE,<5k
4020332650,2016-03-19T00:00:00Z,5702,2980,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,5–7.5k
4020332650,2016-03-20T00:00:00Z,10330,3728,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,10–12.5k
4020332650,2016-03-21T00:00:00Z,8778,3348,0,0,0,1440,0,NA,NA,NA,Mon,FALSE,7.5–10k
4020332650,2016-03-22T00:00:00Z,6662,3162,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,5–7.5k
4020332650,2016-03-23T00:00:00Z,6309,3140,0,0,0,1440,0,NA,NA,NA,Wed,FALSE,5–7.5k
4020332650,2016-03-24T00:00:00Z,1951,1980,0,0,0,1440,0,NA,NA,NA,Thu,FALSE,<5k
4020332650,2016-03-25T00:00:00Z,5563,3681,0,0,0,1440,0,NA,NA,NA,Fri,FALSE,5–7.5k
4020332650,2016-03-26T00:00:00Z,4370,3444,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
4020332650,2016-03-27T00:00:00Z,7144,3510,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,5–7.5k
4020332650,2016-03-28T00:00:00Z,2106,4010,31,45,75,1289,151,NA,NA,NA,Mon,FALSE,<5k
4020332650,2016-03-29T00:00:00Z,4152,2976,0,0,187,1253,187,NA,NA,NA,Tue,FALSE,<5k
4020332650,2016-03-30T00:00:00Z,5400,3418,0,0,258,795,258,NA,NA,NA,Wed,FALSE,5–7.5k
4020332650,2016-03-31T00:00:00Z,7428,3439,18,33,261,860,312,NA,NA,NA,Thu,FALSE,5–7.5k
4020332650,2016-04-01T00:00:00Z,5351,3338,15,17,210,748,242,NA,NA,NA,Fri,FALSE,5–7.5k
4020332650,2016-04-02T00:00:00Z,4299,2892,3,15,162,752,180,NA,NA,NA,Sat,TRUE,<5k
4020332650,2016-04-03T00:00:00Z,6107,3313,0,0,265,776,265,NA,NA,NA,Sun,TRUE,5–7.5k
4020332650,2016-04-04T00:00:00Z,6429,3118,0,28,193,741,221,NA,NA,NA,Mon,FALSE,5–7.5k
4020332650,2016-04-05T00:00:00Z,6880,2966,7,19,165,1249,191,NA,NA,NA,Tue,FALSE,5–7.5k
4020332650,2016-04-06T00:00:00Z,7476,3253,0,0,263,920,263,NA,NA,NA,Wed,FALSE,5–7.5k
4020332650,2016-04-07T00:00:00Z,6581,3032,0,8,241,1191,249,NA,NA,NA,Thu,FALSE,5–7.5k
4020332650,2016-04-08T00:00:00Z,10480,4034,6,37,272,1125,315,NA,NA,NA,Fri,FALSE,10–12.5k
4020332650,2016-04-09T00:00:00Z,7734,3264,20,12,223,1185,255,NA,NA,NA,Sat,TRUE,7.5–10k
4020332650,2016-04-10T00:00:00Z,5129,2817,5,7,176,1178,188,NA,NA,NA,Sun,TRUE,5–7.5k
4020332650,2016-04-11T00:00:00Z,2993,2507,0,0,114,888,114,NA,NA,NA,Mon,FALSE,<5k
4020332650,2016-04-12T00:00:00Z,8,446,0,0,1,321,1,501,541,0.9260628465804066,Tue,FALSE,<5k
4057192912,2016-03-12T00:00:00Z,0,1777,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
4057192912,2016-03-13T00:00:00Z,0,1777,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,<5k
4057192912,2016-03-14T00:00:00Z,8433,2453,30,7,135,1268,172,NA,NA,NA,Mon,FALSE,7.5–10k
4057192912,2016-03-15T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,<5k
4057192912,2016-03-16T00:00:00Z,2139,1935,0,28,15,1397,43,NA,NA,NA,Wed,FALSE,<5k
4057192912,2016-03-17T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Thu,FALSE,<5k
4057192912,2016-03-18T00:00:00Z,949,1870,0,0,34,1406,34,NA,NA,NA,Fri,FALSE,<5k
4057192912,2016-03-19T00:00:00Z,0,1777,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
4057192912,2016-03-20T00:00:00Z,44,1782,0,0,2,1438,2,NA,NA,NA,Sun,TRUE,<5k
4057192912,2016-03-21T00:00:00Z,2660,1978,0,0,46,1394,46,NA,NA,NA,Mon,FALSE,<5k
4057192912,2016-03-22T00:00:00Z,5561,2296,0,0,169,1271,169,NA,NA,NA,Tue,FALSE,5–7.5k
4057192912,2016-03-23T00:00:00Z,7239,2484,7,7,190,1236,204,NA,NA,NA,Wed,FALSE,5–7.5k
4057192912,2016-03-24T00:00:00Z,7,1787,0,0,1,1439,1,NA,NA,NA,Thu,FALSE,<5k
4057192912,2016-03-25T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Fri,FALSE,<5k
4057192912,2016-03-26T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
4057192912,2016-03-27T00:00:00Z,2275,2005,0,0,86,1354,86,NA,NA,NA,Sun,TRUE,<5k
4057192912,2016-03-28T00:00:00Z,8,1778,0,0,1,1439,1,NA,NA,NA,Mon,FALSE,<5k
4057192912,2016-03-29T00:00:00Z,5137,2293,0,0,160,1280,160,NA,NA,NA,Tue,FALSE,5–7.5k
4057192912,2016-03-30T00:00:00Z,5419,2259,0,0,145,1295,145,NA,NA,NA,Wed,FALSE,5–7.5k
4057192912,2016-03-31T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Thu,FALSE,<5k
4057192912,2016-04-01T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Fri,FALSE,<5k
4057192912,2016-04-02T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Sat,TRUE,<5k
4057192912,2016-04-03T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Sun,TRUE,<5k
4057192912,2016-04-04T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Mon,FALSE,<5k
4057192912,2016-04-05T00:00:00Z,0,1776,0,0,0,1440,0,NA,NA,NA,Tue,FALSE,<5k
4057192912,2016-04-06T00:00:00Z,18,1780,0,0,2,1438,2,NA,NA,NA,Wed,FALSE,<5k
4057192912,2016-04-07T00:00:00Z,4,1778,0,0,1,1439,1,NA,NA,NA,Thu,FALSE,<5k
4057192912,2016-04-08T00:00:00Z,8426,2360,2,120,25,1293,147,NA,NA,NA,Fri,FALSE,7.5–10k
4057192912,2016-04-09T00:00:00Z,1650,1952,0,0,60,1380,60,NA,NA,NA,Sat,TRUE,<5k
4057192912,2016-04-10T00:00:00Z,3434,2101,1,7,108,1324,116,NA,NA,NA,Sun,TRUE,<5k
4057192912,2016-04-11T00:00:00Z,6801,2393,0,0,193,1247,193,NA,NA,NA,Mon,FALSE,5–7.5k
4057192912,2016-04-12T00:00:00Z,187,538,0,0,11,400,11,NA,NA,NA,Tue,FALSE,<5k
